Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2017-06-04,1.49,226422.86,59349.56,86778.91,7005.98,73288.41,65629.28,6092.46,1566.67,conventional,2017,Charlotte
2017-11-26,1.72,18106.84,1488.01,2809.22,10.36,13799.25,13787.81,11.44,0.0,organic,2017,Philadelphia
2018-03-18,0.92,643491.07,159346.7,256098.92,13404.8,214640.65,201973.65,9993.67,2673.33,conventional,2018,SanDiego
2017-10-22,2.0,168954.65,23092.88,31148.28,120.28,114593.21,79759.6,34775.7,57.91,organic,2017,West
2015-11-29,0.82,3969578.89,2105670.46,1234911.39,27985.18,601011.86,505843.61,95136.58,31.67,conventional,2015,SouthCentral
2015-10-04,0.99,89538.02,1068.04,69555.83,2321.1,16593.05,13300.88,3292.17,0.0,conventional,2015,Pittsburgh
2016-11-06,1.39,169723.23,73480.37,43301.88,6292.12,46648.86,46648.86,0.0,0.0,conventional,2016,RichmondNorfolk
2016-01-03,0.79,5693942.07,2512692.22,2024262.18,361423.55,795564.12,682311.74,109448.15,3804.23,conventional,2016,SouthCentral
2016-07-17,1.15,32656123.63,10320463.27,10628872.6,953631.47,10753156.29,8737861.29,1624816.27,390478.73,conventional,2016,TotalUS
2017-03-12,1.18,65106.0,1547.48,19478.68,16.82,44063.02,1126.13,42936.89,0.0,organic,2017,Seattle
2016-06-05,0.97,40231259.65,13808859.16,13396651.73,1770948.09,11254800.67,8492744.45,2441022.99,321033.23,conventional,2016,TotalUS
2016-01-03,1.01,2967929.65,675102.33,1566127.03,150716.62,575983.67,504610.53,64629.99,6743.15,conventional,2016,Midsouth
2017-07-02,1.07,3507155.74,1521073.33,497356.53,104452.24,1384273.64,1337890.74,411.72,45971.18,conventional,2017,LosAngeles
2015-04-19,1.59,675907.97,215283.51,301783.5,6465.74,152375.22,113428.19,38947.03,0.0,organic,2015,TotalUS
2017-08-20,1.64,289379.57,199550.24,35017.75,84.57,54727.01,12351.0,37069.34,5306.67,conventional,2017,Tampa
2017-03-12,2.05,2064.66,0.0,128.22,0.0,1936.44,711.49,1224.95,0.0,organic,2017,Syracuse
2018-02-18,1.23,447962.28,152250.41,119244.74,18614.87,157852.26,147616.58,7409.57,2826.11,conventional,2018,SanDiego
2017-01-15,1.23,848267.19,211588.95,566260.12,2752.49,67665.63,60288.11,5710.02,1667.5,conventional,2017,SanFrancisco
2016-12-11,1.68,7154.49,132.06,2651.85,459.44,3911.14,3506.84,404.3,0.0,organic,2016,Charlotte
2015-09-27,1.28,350982.2,84527.09,213297.91,13481.19,39676.01,39676.01,0.0,0.0,conventional,2015,Sacramento
2017-02-05,1.72,3417.56,913.99,112.02,6.36,2385.19,464.44,1920.75,0.0,organic,2017,Jacksonville
2017-07-30,1.62,735265.55,76110.93,447892.34,134637.19,76625.09,66465.51,7716.18,2443.4,conventional,2017,Chicago
2017-02-26,0.82,2935077.5,980146.15,477454.27,70872.57,1406604.51,1341305.37,33291.9,32007.24,conventional,2017,LosAngeles
2016-05-29,0.95,481068.52,283442.26,82501.22,344.58,114780.46,48638.37,62353.75,3788.34,conventional,2016,Orlando
2017-06-04,1.63,3771.39,54.47,352.85,0.0,3364.07,3364.07,0.0,0.0,organic,2017,Albany
2015-02-15,1.17,726401.24,29711.82,488591.6,110446.6,97651.22,92518.95,5112.69,19.58,conventional,2015,Chicago
2015-02-08,1.67,3408.2,35.2,136.56,0.0,3236.44,3236.44,0.0,0.0,organic,2015,HarrisburgScranton
2016-02-28,1.22,154057.74,1658.99,78720.64,36.18,73641.93,72861.93,780.0,0.0,conventional,2016,BuffaloRochester
2015-04-12,1.36,46828.88,670.17,21961.57,26.37,24170.77,23944.66,226.11,0.0,conventional,2015,Syracuse
2017-11-05,1.58,17353.24,518.9,2512.04,0.0,14161.72,13656.25,505.47,0.0,organic,2017,Detroit
2016-07-24,1.6,149002.57,2349.93,66146.5,26206.73,54299.41,40486.7,3842.5,9970.21,conventional,2016,GrandRapids
2016-07-10,1.0,11572.14,570.66,4290.35,0.0,6711.13,551.3,6159.83,0.0,organic,2016,Columbus
2018-03-04,1.08,594551.6,272245.24,37136.05,1763.52,283406.79,178019.66,103016.02,2371.11,conventional,2018,Atlanta
2017-10-01,2.01,12767.55,398.22,4418.33,0.0,7940.18,6126.77,1813.41,0.0,organic,2017,CincinnatiDayton
2018-02-04,0.83,10565056.41,3121272.58,3294335.87,142553.21,4006894.75,1151399.33,2838239.39,17256.03,conventional,2018,West
2016-10-23,1.35,2528597.22,480949.33,1062333.36,105335.31,879979.22,508417.95,358809.13,12752.14,conventional,2016,GreatLakes
2015-09-06,2.01,19296.46,3451.5,11143.02,1178.79,3523.15,3330.55,192.6,0.0,organic,2015,NewYork
2017-07-23,0.99,1197803.17,640831.59,275273.34,2162.81,279535.43,181151.87,92258.0,6125.56,conventional,2017,DallasFtWorth
2017-09-10,1.51,24664.15,322.83,178.36,7.37,24155.59,24150.68,4.91,0.0,organic,2017,HarrisburgScranton
2015-10-11,0.88,402228.35,175545.51,90767.27,80.58,135834.99,47783.02,88049.12,2.85,conventional,2015,Tampa
2016-04-17,0.69,1339725.73,646060.26,232035.65,113528.02,348101.8,318316.06,28701.42,1084.32,conventional,2016,DallasFtWorth
2015-07-12,1.14,634515.74,5332.07,471639.53,9361.55,148182.59,146946.54,1236.05,0.0,conventional,2015,Boston
2017-07-16,1.48,670476.49,64407.19,415327.9,5640.71,185100.69,177112.27,886.2,7102.22,conventional,2017,BaltimoreWashington
2015-11-29,1.16,545800.05,41028.15,379156.09,20147.53,105468.28,103615.95,1852.33,0.0,conventional,2015,BaltimoreWashington
2017-09-17,2.08,70931.23,4879.35,23574.9,12.3,42464.68,42464.68,0.0,0.0,organic,2017,NewYork
2017-10-08,1.72,3072184.68,1834789.3,292733.11,2599.67,942062.6,621238.23,320687.97,136.4,conventional,2017,Southeast
2015-07-12,1.82,8064.16,5715.78,1462.53,0.0,885.85,746.67,139.18,0.0,organic,2015,PhoenixTucson
2016-11-06,1.55,1281023.69,576884.27,366464.25,6472.83,331202.34,300860.55,26241.79,4100.0,conventional,2016,Plains
2017-08-27,1.7,3374546.02,246450.56,2076611.47,7302.53,1044181.46,892785.83,130586.74,20808.89,conventional,2017,Northeast
2015-09-06,1.18,4088061.71,99311.62,3227507.37,6693.26,754549.46,688674.24,65777.16,98.06,conventional,2015,Northeast
2017-02-19,1.15,17954.08,1900.85,3776.59,0.0,12276.64,11577.52,699.12,0.0,organic,2017,LasVegas
2015-06-14,1.15,338036.94,4926.58,253423.88,6839.64,72846.84,69607.77,3239.07,0.0,conventional,2015,HartfordSpringfield
2016-06-12,1.09,298517.24,61649.07,111257.49,47593.7,78016.98,75397.66,408.21,2211.11,conventional,2016,RaleighGreensboro
2015-02-01,0.96,636771.37,553198.56,31583.38,294.94,51694.49,10553.73,41140.76,0.0,conventional,2015,Atlanta
2016-02-07,1.11,14072.95,443.33,8905.29,0.0,4724.33,203.33,4521.0,0.0,organic,2016,CincinnatiDayton
2016-04-17,1.57,42572.64,4095.59,21297.04,3141.27,14038.74,7726.44,6312.3,0.0,organic,2016,Plains
2018-03-04,1.48,7617.52,531.55,1246.43,0.0,5839.54,5689.68,149.86,0.0,organic,2018,Columbus
2016-09-11,0.73,1012039.31,689424.36,117338.63,12243.91,193032.41,111106.93,81825.48,100.0,conventional,2016,WestTexNewMexico
2017-11-19,1.13,234265.0,60519.0,77336.0,5388.0,91022.0,47255.0,43420.0,347.0,conventional,2017,LasVegas
2016-01-03,1.15,60896.62,11697.8,18392.56,0.0,30806.26,26300.54,4505.72,0.0,organic,2016,LosAngeles
2015-07-05,0.99,4295280.16,2713600.49,592279.23,97111.62,892288.82,621425.86,270807.26,55.7,conventional,2015,Southeast
2017-08-20,1.61,74620.33,1553.71,59028.13,130.14,13908.35,8599.25,4155.77,1153.33,conventional,2017,Albany
2017-06-04,2.12,1179.16,417.01,0.0,0.0,762.15,762.15,0.0,0.0,organic,2017,NewOrleansMobile
2016-10-09,1.15,78262.36,1705.62,36812.98,328.99,39414.77,11916.09,27498.68,0.0,conventional,2016,Louisville
2017-10-08,1.69,2402.71,208.27,73.21,0.0,2121.23,2111.23,10.0,0.0,organic,2017,NewOrleansMobile
2015-06-14,1.34,149376.79,1183.9,48286.51,4432.54,95473.84,95473.84,0.0,0.0,conventional,2015,BuffaloRochester
2016-11-27,1.74,6539.69,838.75,2060.12,0.0,3640.82,3634.77,6.05,0.0,organic,2016,LasVegas
2015-02-08,1.72,2118.66,945.33,0.0,0.0,1173.33,1173.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-01-18,1.27,99496.16,57479.2,16442.71,513.69,25060.56,14684.19,10376.37,0.0,conventional,2015,Jacksonville
2016-04-03,1.35,6699.78,156.2,3417.08,317.2,2809.3,1480.5,1328.8,0.0,organic,2016,RichmondNorfolk
2016-10-30,1.42,107013.58,1991.45,80587.89,2821.22,21613.02,17160.23,4411.44,41.35,conventional,2016,GrandRapids
2018-02-18,1.64,11078.27,1473.68,1915.56,0.0,7689.03,7665.64,23.39,0.0,organic,2018,LasVegas
2015-03-22,1.1,426180.78,153885.51,213514.26,16449.01,42332.0,42292.09,37.97,1.94,conventional,2015,Portland
2015-09-06,1.09,729046.74,138154.55,420365.75,19090.66,151435.78,47833.83,103601.95,0.0,conventional,2015,Denver
2016-03-06,1.41,21611.1,658.79,10332.37,340.33,10279.61,2023.14,8256.47,0.0,organic,2016,BaltimoreWashington
2015-02-22,1.02,29936729.76,12628562.36,11354281.64,937138.85,5016746.91,4336247.12,667149.29,13350.5,conventional,2015,TotalUS
2017-12-24,1.58,3694.13,31.68,327.39,0.0,3335.06,3335.06,0.0,0.0,organic,2017,Albany
2017-05-21,1.8,1298242.54,54128.18,817106.16,3335.37,423672.83,352350.91,70436.92,885.0,conventional,2017,NewYork
2018-03-25,1.74,38441.23,27.25,2031.54,0.0,36382.44,29466.95,6915.49,0.0,organic,2018,Boston
2015-09-06,1.5,2278.16,657.82,162.74,0.0,1457.6,814.25,643.35,0.0,organic,2015,Pittsburgh
2016-11-20,1.49,4653.39,400.69,88.39,5.89,4158.42,1536.67,2621.75,0.0,organic,2016,Jacksonville
2016-05-01,1.6,5699.71,2123.26,145.2,0.0,3431.25,3431.25,0.0,0.0,organic,2016,Orlando
2015-11-01,0.97,31047484.27,10138703.85,14229286.82,1410928.18,5268565.42,3966597.25,1246220.37,55747.8,conventional,2015,TotalUS
2017-03-12,1.73,129820.93,1645.17,64057.69,21287.24,42830.83,26704.25,7110.17,9016.41,conventional,2017,GrandRapids
2015-05-31,1.81,29247.9,12021.01,6624.46,808.5,9793.93,8480.37,1313.56,0.0,organic,2015,Southeast
2016-04-03,1.11,559718.46,4683.35,406529.44,42112.53,106393.14,106262.03,131.11,0.0,conventional,2016,Boston
2015-03-22,1.86,1375.02,40.57,326.78,0.0,1007.67,1007.67,0.0,0.0,organic,2015,Albany
2015-03-01,1.07,230913.14,28899.98,134019.55,614.07,67379.54,65870.9,1508.64,0.0,conventional,2015,HarrisburgScranton
2017-10-29,1.84,1123703.61,88668.95,218858.34,1150.03,814723.26,718162.0,96481.09,80.17,organic,2017,TotalUS
2015-09-27,1.04,5216784.63,1860050.39,2635028.38,206460.07,515245.79,496867.66,13336.34,5041.79,conventional,2015,California
2017-06-04,2.04,22924.67,12.27,1676.05,0.0,21236.35,19576.46,1659.89,0.0,organic,2017,Boston
2015-02-22,1.07,45675.05,1088.38,35056.13,151.0,9379.54,9000.16,379.38,0.0,conventional,2015,Albany
2015-11-01,0.89,103768.67,3443.02,60544.64,5446.36,34334.65,11070.08,21945.2,1319.37,conventional,2015,Louisville
2015-03-29,1.55,5611.76,758.52,4642.83,0.0,210.41,0.0,210.41,0.0,organic,2015,Spokane
2015-09-13,1.08,464305.03,191302.75,199953.93,21645.98,51402.37,46655.35,4747.02,0.0,conventional,2015,SanDiego
2015-06-28,1.14,3026048.11,1721633.23,464034.18,59679.47,780701.23,648105.94,132335.36,259.93,conventional,2015,Southeast
2017-08-13,1.39,275406.02,63759.04,102293.95,5709.16,103643.87,95749.54,5384.33,2510.0,conventional,2017,RaleighGreensboro
2016-04-03,1.45,46543.64,4227.34,20886.24,3760.1,17669.96,5264.47,12405.49,0.0,organic,2016,Plains
2017-10-08,1.56,16660.78,416.49,2475.61,67.47,13701.21,13577.23,123.98,0.0,organic,2017,RichmondNorfolk
2018-03-18,1.2,71732.63,8952.71,33509.12,83.0,29187.8,9185.93,20001.87,0.0,conventional,2018,Syracuse
2017-01-01,1.02,141043.91,58724.08,42203.79,2553.37,37562.67,28298.47,9264.2,0.0,conventional,2017,Pittsburgh
2016-07-24,1.62,2705.37,38.4,258.23,0.0,2408.74,1446.03,962.71,0.0,organic,2016,BuffaloRochester
2016-02-14,0.96,312270.64,168683.78,50342.11,103.25,93141.5,42330.44,50811.06,0.0,conventional,2016,Orlando
2017-06-18,1.34,263858.47,63136.38,95583.32,6670.12,98468.65,93661.14,1772.51,3035.0,conventional,2017,RaleighGreensboro
2017-08-13,1.71,432923.79,100657.31,122555.64,14938.35,194772.49,113265.06,81462.18,45.25,conventional,2017,Portland
2018-02-25,1.24,281655.48,63582.79,127685.46,166.92,90220.31,78774.1,9426.21,2020.0,conventional,2018,HarrisburgScranton
2017-09-03,1.69,13062.41,2.43,168.63,0.0,12891.35,12891.35,0.0,0.0,organic,2017,NorthernNewEngland
2016-06-26,1.26,183547.1,2370.43,104539.76,14725.39,61911.52,49679.16,4816.94,7415.42,conventional,2016,GrandRapids
2018-01-07,0.9,6148732.19,3191091.1,1064902.97,24586.38,1868151.74,1373791.28,493580.0,780.46,conventional,2018,SouthCentral
2016-06-26,1.89,20251.16,1820.68,9002.32,427.07,9001.09,7795.71,1205.38,0.0,organic,2016,BaltimoreWashington
2018-03-11,1.22,3953699.57,741349.12,1112605.39,380229.8,1719515.26,1237310.02,410612.84,71592.4,conventional,2018,GreatLakes
2015-11-22,1.57,67773.07,8031.45,52934.16,0.0,6807.46,3107.27,3700.19,0.0,organic,2015,GreatLakes
2016-02-28,0.8,320342.69,173568.42,35255.98,991.5,110526.79,84691.42,25835.37,0.0,conventional,2016,NewOrleansMobile
2015-08-23,1.52,10342.09,2493.75,3862.12,0.0,3986.22,1841.3,2144.92,0.0,organic,2015,Atlanta
2018-03-25,0.99,218058.0,62126.61,39027.74,219.42,116684.23,97377.29,18342.66,964.28,conventional,2018,Roanoke
2017-11-26,2.0,115472.08,23310.44,47380.19,0.0,44781.45,44756.79,24.66,0.0,organic,2017,California
2016-12-18,0.72,5483207.89,2789696.38,1116482.22,15771.64,1561257.65,1144739.27,383503.55,33014.83,conventional,2016,SouthCentral
2015-05-24,1.7,1961.33,803.88,7.03,0.0,1150.42,1150.42,0.0,0.0,organic,2015,Tampa
2017-12-17,1.28,6777.66,25.76,782.74,0.0,5969.16,5965.83,3.33,0.0,organic,2017,GrandRapids
2017-09-17,1.73,8437.05,125.46,1242.04,0.0,7066.78,4410.62,2656.16,0.0,organic,2017,Indianapolis
2016-10-16,1.03,831120.57,273642.18,223809.9,13628.24,320040.25,147692.04,171739.88,608.33,conventional,2016,PhoenixTucson
2015-03-29,1.26,3497026.98,96169.31,2543290.15,5707.16,851860.36,769079.25,82778.21,2.9,conventional,2015,Northeast
2016-08-28,1.38,71711.83,5939.38,45349.71,16.1,20406.64,19306.64,0.0,1100.0,conventional,2016,Syracuse
2015-11-15,1.75,30790.79,11283.31,5218.44,591.33,13697.71,13393.92,303.79,0.0,organic,2015,Southeast
2015-09-20,2.13,1534.35,370.04,1127.78,0.0,36.53,0.0,36.53,0.0,organic,2015,Spokane
2016-07-03,1.61,14709.87,16.98,444.06,0.0,14248.83,12451.45,1797.38,0.0,organic,2016,Boston
2017-11-05,0.99,5798077.88,2770715.69,1154114.11,24089.18,1849158.9,1127480.34,716953.08,4725.48,conventional,2017,SouthCentral
2017-12-03,1.55,13729.33,1768.49,2732.92,0.0,9227.92,9002.58,225.34,0.0,organic,2017,WestTexNewMexico
2018-01-07,1.19,430765.97,288886.48,34311.29,997.66,106570.54,65277.02,41293.52,0.0,conventional,2018,Orlando
2015-07-12,1.86,1328.38,5.73,999.76,0.0,322.89,313.34,9.55,0.0,organic,2015,GrandRapids
2016-06-26,1.72,9221.49,262.57,3228.8,598.52,5131.6,4326.78,804.82,0.0,organic,2016,RaleighGreensboro
2015-03-15,1.41,236130.36,100362.24,106186.35,69.48,29512.29,7666.67,21845.62,0.0,organic,2015,West
2017-05-07,1.61,369499.67,6754.65,251849.93,310.83,110584.26,109324.82,974.72,284.72,conventional,2017,HartfordSpringfield
2015-10-11,1.32,45170.5,1054.4,27690.82,26.06,16399.22,15861.44,537.78,0.0,conventional,2015,Syracuse
2017-07-02,1.68,365488.32,38790.35,196153.79,582.2,129961.98,93672.73,31592.58,4696.67,conventional,2017,Philadelphia
2017-07-02,1.44,25731.81,11850.59,2544.28,61.31,11275.63,551.17,10724.46,0.0,organic,2017,Denver
2015-06-28,0.77,6024103.65,3656335.59,1416248.77,81756.0,869763.29,678138.24,191572.72,52.33,conventional,2015,SouthCentral
2017-10-29,1.93,7138.49,1136.5,1084.34,0.0,4917.65,4908.26,9.39,0.0,organic,2017,LasVegas
2016-05-22,0.72,6680323.25,3128527.61,1539488.77,537748.12,1474558.75,1071647.44,348148.3,54763.01,conventional,2016,SouthCentral
2016-01-10,1.37,12647.9,1591.6,4070.29,23.41,6962.6,6780.56,182.04,0.0,organic,2016,WestTexNewMexico
2016-05-08,0.61,106409.67,43200.28,5397.41,7.29,57804.69,57439.5,330.49,34.7,conventional,2016,Boise
2017-02-26,1.93,16773.14,1273.89,7291.17,302.05,7906.03,7897.78,8.25,0.0,organic,2017,BaltimoreWashington
2016-01-03,0.95,184669.77,5974.1,109973.31,25839.4,42882.96,15993.65,19313.43,7575.88,conventional,2016,Indianapolis
2015-04-12,1.33,396728.35,134346.5,184720.11,11710.31,65951.43,65783.96,144.77,22.7,conventional,2015,Seattle
2017-07-30,1.59,7786.03,310.32,2134.34,0.0,5341.37,3780.03,1561.34,0.0,organic,2017,Roanoke
2018-02-11,1.43,19026.47,2657.19,2889.56,0.0,13479.72,13442.8,36.92,0.0,organic,2018,PhoenixTucson
2017-12-17,1.59,22003.42,2266.91,3684.26,3.49,16048.76,16034.48,14.28,0.0,organic,2017,Philadelphia
2015-11-01,2.01,17582.93,1359.92,16197.47,0.0,25.54,25.54,0.0,0.0,organic,2015,SanFrancisco
2015-02-08,1.71,2242.67,892.03,63.04,14.27,1273.33,1273.33,0.0,0.0,organic,2015,Jacksonville
2015-07-05,1.5,5744.26,1577.43,2748.05,0.0,1418.78,0.0,1418.78,0.0,organic,2015,Atlanta
2017-06-18,1.71,4526.04,323.22,1545.67,0.0,2657.15,51.11,2606.04,0.0,organic,2017,Spokane
2016-05-22,0.9,6501981.08,2238875.14,2178820.82,329737.94,1754547.18,1594507.01,129666.02,30374.15,conventional,2016,California
2017-09-24,1.46,8043.21,30.76,978.6,0.0,7033.85,7033.85,0.0,0.0,organic,2017,GrandRapids
2015-05-03,0.78,6558729.33,3520801.33,2265493.71,58510.13,713924.16,546260.44,166650.78,1012.94,conventional,2015,SouthCentral
2015-09-20,1.03,73952.9,34826.9,21592.13,6640.07,10893.8,10601.02,273.41,19.37,conventional,2015,Boise
2017-08-13,1.05,268655.66,124290.96,38810.91,91.21,105462.58,87901.11,16066.8,1494.67,conventional,2017,Nashville
2016-11-27,1.77,7063.85,316.98,2281.53,185.48,4279.86,3086.57,1193.29,0.0,organic,2016,SouthCarolina
2016-05-15,2.34,7461.06,22.7,3504.75,14.69,3918.92,3865.51,53.41,0.0,organic,2016,HartfordSpringfield
2016-11-06,1.71,2507401.04,124032.58,1616563.04,13244.25,753561.17,699083.75,53807.98,669.44,conventional,2016,Northeast
2017-06-25,1.43,539847.3,349940.7,66569.13,127.88,123209.59,51069.12,59391.58,12748.89,conventional,2017,MiamiFtLauderdale
2015-11-01,1.92,3507.63,317.46,1300.88,1100.02,789.27,789.27,0.0,0.0,organic,2015,Charlotte
2015-09-27,1.65,4046.31,37.76,2720.03,313.05,975.47,583.33,392.14,0.0,organic,2015,RichmondNorfolk
2017-04-09,1.43,1387436.32,148803.12,362152.44,8972.11,867508.65,512721.31,354787.34,0.0,organic,2017,TotalUS
2016-01-31,1.83,24749.38,2126.26,7493.14,1235.89,13894.09,3842.94,10051.15,0.0,organic,2016,NewYork
2015-01-18,1.84,627.8,0.0,151.46,0.0,476.34,476.34,0.0,0.0,organic,2015,Syracuse
2015-03-22,2.09,1169.94,45.7,391.89,0.0,732.35,732.35,0.0,0.0,organic,2015,HarrisburgScranton
2017-01-29,2.08,46602.16,6492.22,19169.83,74.51,20865.6,20510.68,354.92,0.0,organic,2017,NewYork
2016-12-25,0.91,502787.29,205855.78,86015.43,184.62,210731.46,118884.36,91847.1,0.0,conventional,2016,Atlanta
2016-10-02,1.25,266892.47,83699.68,49320.17,7837.66,126034.96,118414.21,7604.7,16.05,conventional,2016,Detroit
2017-10-01,1.83,7771.43,271.56,1683.7,0.0,5816.17,4753.12,1063.05,0.0,organic,2017,Roanoke
2016-01-31,1.71,6591.53,2689.11,2147.89,0.0,1754.53,1163.33,591.2,0.0,organic,2016,Atlanta
2016-11-27,0.79,17342.81,198.25,4476.76,0.0,12667.8,506.67,12161.13,0.0,organic,2016,CincinnatiDayton
2016-01-24,1.41,776964.55,99316.69,270980.88,12933.97,393733.01,204859.71,188873.3,0.0,organic,2016,TotalUS
2017-01-29,1.16,23208.81,9611.35,639.38,0.0,12958.08,12862.31,95.77,0.0,organic,2017,DallasFtWorth
2017-08-27,1.89,215129.8,8766.1,36924.09,98.22,169341.39,164863.42,4477.97,0.0,organic,2017,Northeast
2018-02-18,1.42,796515.52,92816.97,487724.44,4694.08,211280.03,206322.72,4030.64,926.67,conventional,2018,BaltimoreWashington
2017-03-05,0.62,32292.39,2078.48,4175.17,0.0,26038.74,342.28,25696.46,0.0,organic,2017,Atlanta
2017-05-07,1.66,491356.56,42673.46,249542.51,919.18,198221.41,155183.42,42203.27,834.72,conventional,2017,Philadelphia
2016-09-18,2.04,137076.37,6843.75,22066.52,1272.87,106893.23,106402.46,490.77,0.0,organic,2016,Northeast
2015-06-07,1.75,30089.62,13382.84,5784.58,776.94,10145.26,8480.4,1664.86,0.0,organic,2015,Southeast
2015-10-11,0.9,775976.51,108538.74,432102.05,18840.69,216495.03,40462.27,176032.76,0.0,conventional,2015,Denver
2015-01-04,1.6,1012.61,23.59,772.85,0.0,216.17,210.0,6.17,0.0,organic,2015,GrandRapids
2015-01-04,1.64,6182.81,1561.3,2958.17,0.0,1663.34,1663.34,0.0,0.0,organic,2015,WestTexNewMexico
2015-12-13,1.78,3610.91,1589.39,1581.83,0.0,439.69,208.32,231.37,0.0,organic,2015,Atlanta
2015-01-11,1.29,202034.59,119336.02,39236.11,52.44,43410.02,18762.45,24647.57,0.0,conventional,2015,Orlando
2016-08-28,0.77,34718.84,637.29,7566.11,0.0,26515.44,569.01,25946.43,0.0,organic,2016,CincinnatiDayton
2017-04-02,1.38,366510.61,141146.65,73888.66,2180.22,149295.08,122294.03,24716.05,2285.0,conventional,2017,SouthCarolina
2015-11-08,1.55,4031.98,2.38,141.17,0.0,3888.43,3888.43,0.0,0.0,organic,2015,BuffaloRochester
2016-05-01,0.86,182067.69,85418.52,40808.35,142.93,55697.89,25142.95,30554.94,0.0,organic,2016,Denver
2017-03-26,1.51,81982.77,5449.39,23565.89,1102.12,51865.37,21163.88,30701.49,0.0,organic,2017,Plains
2017-12-24,1.81,32444.19,324.23,21629.94,0.0,10490.02,10483.35,6.67,0.0,organic,2017,Chicago
2015-05-17,1.06,487024.66,210129.55,162760.11,19253.03,94881.97,94742.82,0.0,139.15,conventional,2015,Portland
2015-08-23,1.61,11341.36,5070.74,3018.12,0.0,3252.5,2216.67,1035.83,0.0,organic,2015,WestTexNewMexico
2015-01-18,1.94,1355.5,50.54,127.76,8.74,1168.46,1168.46,0.0,0.0,organic,2015,HarrisburgScranton
2018-02-25,1.41,25590.99,5721.05,68.95,0.0,19800.99,19544.33,256.66,0.0,organic,2018,Houston
2016-07-24,1.1,264194.71,4346.75,133484.48,7052.87,119310.61,25436.76,89695.64,4178.21,conventional,2016,CincinnatiDayton
2017-01-08,1.22,953770.46,196279.04,665608.45,2547.79,89335.18,80425.68,6315.06,2594.44,conventional,2017,SanFrancisco
2016-04-03,1.05,349121.77,178043.1,55773.85,251.72,115053.1,49626.46,65426.64,0.0,conventional,2016,Orlando
2015-07-05,1.23,115579.5,1635.6,67122.02,5316.06,41505.82,31488.54,10017.28,0.0,conventional,2015,Pittsburgh
2017-04-02,1.68,385731.38,30716.75,208155.43,757.88,146101.32,138280.26,7821.06,0.0,conventional,2017,Philadelphia
2018-02-04,1.53,8082.68,205.29,1857.77,0.0,6019.62,5345.21,674.41,0.0,organic,2018,Roanoke
2017-11-05,1.32,78530.28,22345.57,19106.3,286.43,36791.98,31681.11,5078.04,32.83,conventional,2017,Spokane
2016-08-28,1.49,418742.8,21609.9,200120.82,13529.45,183482.63,171925.6,10097.85,1459.18,conventional,2016,Philadelphia
2017-06-04,1.16,895594.9,198732.29,179793.41,30183.22,486885.98,200815.16,286070.82,0.0,conventional,2017,Denver
2017-01-22,1.4,266851.77,49774.5,135845.63,3688.76,77542.88,74174.07,3242.21,126.6,conventional,2017,HarrisburgScranton
2017-07-02,1.17,97408.49,41134.31,3402.67,8606.69,44264.82,44184.81,24.45,55.56,conventional,2017,Boise
2016-06-05,1.25,209797.27,37431.02,77700.5,41412.18,53253.57,45859.12,6333.06,1061.39,conventional,2016,Charlotte
2017-07-09,2.06,8788.78,5.97,5370.27,348.47,3064.07,3064.07,0.0,0.0,organic,2017,Charlotte
2017-11-05,1.45,191459.87,31048.2,99317.22,76.31,61018.14,58486.25,2505.22,26.67,conventional,2017,HarrisburgScranton
2017-05-07,1.35,26262.54,5808.0,3693.92,0.0,16760.62,16631.95,128.67,0.0,organic,2017,DallasFtWorth
2015-11-29,1.11,1099646.06,460759.58,364748.79,10648.01,263489.68,248449.51,14157.64,882.53,conventional,2015,Plains
2017-07-30,1.68,143256.61,3072.11,44213.86,991.22,94976.86,80259.26,14717.6,0.0,organic,2017,Midsouth
2018-01-21,1.66,38098.21,1450.87,9262.48,65.08,27319.78,27315.34,4.44,0.0,organic,2018,BaltimoreWashington
2015-11-29,1.63,8205.88,4.77,89.4,0.0,8111.71,8108.38,3.33,0.0,organic,2015,NorthernNewEngland
2015-05-17,1.87,1881.08,19.51,213.43,0.0,1648.14,1648.14,0.0,0.0,organic,2015,Albany
2015-10-04,0.84,5201535.32,2257194.22,2067870.47,184770.84,691699.79,517821.64,173688.06,190.09,conventional,2015,SouthCentral
2017-09-17,1.73,65336.49,35146.94,2637.92,5498.75,22052.88,15258.22,6770.69,23.97,conventional,2017,Boise
2015-12-06,1.18,346896.0,16536.57,254808.6,540.52,75010.31,67405.8,7596.24,8.27,conventional,2015,Philadelphia
2017-05-21,1.38,35664.49,25044.47,4244.27,82.46,6293.29,5217.41,1075.88,0.0,organic,2017,Denver
2017-12-31,1.53,40942.37,1177.45,7959.34,122.36,31683.22,31680.42,2.8,0.0,organic,2017,BaltimoreWashington
2017-12-31,1.16,5828.21,1.27,755.49,0.0,5071.45,3623.32,1448.13,0.0,organic,2017,Louisville
2016-04-10,0.77,897755.55,567763.55,128899.01,32940.56,168152.43,97395.82,70756.61,0.0,conventional,2016,WestTexNewMexico
2016-12-25,0.73,867992.74,484143.84,69977.4,15998.99,297872.51,130112.09,167620.42,140.0,conventional,2016,WestTexNewMexico
